Campaign_Name,Campaign_Type,Recipient_ID,Delivery_Status,Open_Status,Click_Status,Conversion_Status,Engagement_Time,Sent_Timestamp,Opened_Timestamp,Clicked_Timestamp,Converted_Timestamp,Recipient_Age,Recipient_Gender,Recipient_Location,Click_Through_Rate
Summer Sale,Email,887,Delivered,Opened,Clicked,Converted,72,2025-01-14 23:53:25,2025-01-26 03:46:21,Not Clicked,Not Converted,60,Male,Houston,1.0
New Product Launch,SMS,888,Bounced,Not Opened,Not Clicked,Not Converted,63,2025-01-14 03:35:21,Not Opened,2025-01-20 04:31:15,Not Converted,64,Female,San Francisco,0.0
Black Friday,SMS,889,Bounced,Opened,Clicked,Not Converted,438,2025-01-26 10:48:18,Not Opened,Not Clicked,2025-01-21 22:24:12,54,Male,New York,0.0
Winter Fest,SMS,890,Bounced,Not Opened,Clicked,Converted,378,2025-01-22 23:43:05,Not Opened,2024-12-31 06:18:53,2025-01-19 07:15:39,43,Male,San Francisco,0.0
Loyalty Program,SMS,891,Bounced,Not Opened,Clicked,Not Converted,184,2025-01-23 06:10:36,2024-12-29 04:02:21,Not Clicked,Not Converted,46,Non-Binary,San Francisco,0.0
Holiday Specials,Email,892,Bounced,Not Opened,Clicked,Not Converted,213,2025-01-07 12:40:13,Not Opened,Not Clicked,Not Converted,44,Female,San Francisco,0.0
Black Friday,Email,893,Bounced,Not Opened,Clicked,Not Converted,327,2024-12-31 07:37:44,2025-01-16 05:26:42,Not Clicked,2024-12-30 15:43:43,59,Male,Chicago,0.0
Holiday Specials,Email,894,Bounced,Not Opened,Not Clicked,Converted,58,2025-01-09 21:59:04,Not Opened,2025-01-16 12:16:16,Not Converted,30,Female,Houston,0.0
Summer Sale,Email,895,Delivered,Not Opened,Not Clicked,Converted,554,2025-01-12 01:56:42,Not Opened,Not Clicked,2025-01-15 14:46:50,40,Female,Chicago,0.0
Winter Fest,Email,896,Delivered,Opened,Clicked,Not Converted,49,2024-12-28 12:03:03,Not Opened,2025-01-01 13:50:28,2024-12-28 07:07:13,35,Non-Binary,Chicago,1.0
New Product Launch,Push Notification,897,Delivered,Opened,Clicked,Not Converted,12,2025-01-11 19:59:34,Not Opened,Not Clicked,Not Converted,49,Female,San Francisco,1.0
Holiday Specials,Email,898,Bounced,Opened,Clicked,Not Converted,312,2025-01-10 05:08:12,2025-01-03 14:47:40,2025-01-07 08:20:53,2025-01-06 20:29:42,20,Non-Binary,Los Angeles,0.0
Holiday Specials,Push Notification,899,Bounced,Opened,Clicked,Not Converted,281,2025-01-20 18:47:58,Not Opened,2024-12-29 15:30:06,Not Converted,31,Non-Binary,Chicago,0.0
Black Friday,Push Notification,900,Delivered,Opened,Clicked,Not Converted,296,2025-01-03 23:23:49,2024-12-28 03:51:15,2025-01-12 00:35:44,2025-01-12 20:35:11,59,Non-Binary,Chicago,1.0
Summer Sale,Email,901,Bounced,Not Opened,Not Clicked,Not Converted,81,2025-01-17 21:49:37,2025-01-25 20:21:19,Not Clicked,Not Converted,29,Non-Binary,Houston,0.0
Loyalty Program,Email,902,Bounced,Not Opened,Not Clicked,Not Converted,442,2024-12-30 09:21:05,Not Opened,Not Clicked,Not Converted,19,Male,New York,0.0
Winter Fest,Push Notification,903,Delivered,Not Opened,Not Clicked,Not Converted,380,2025-01-16 06:55:39,Not Opened,Not Clicked,2025-01-20 02:00:42,52,Non-Binary,Los Angeles,0.0
Summer Sale,Push Notification,904,Delivered,Opened,Not Clicked,Converted,423,2025-01-17 09:33:35,2025-01-10 00:09:19,2025-01-01 12:51:09,2025-01-26 20:16:19,65,Female,Houston,0.0
New Product Launch,Push Notification,905,Delivered,Opened,Not Clicked,Not Converted,457,2025-01-10 00:39:56,2025-01-11 03:14:14,2025-01-16 08:24:16,Not Converted,50,Non-Binary,New York,0.0
New Product Launch,SMS,906,Delivered,Opened,Clicked,Converted,243,2025-01-15 18:09:11,2025-01-08 15:55:25,Not Clicked,2025-01-23 19:06:47,37,Non-Binary,Miami,1.0
Summer Sale,Push Notification,907,Delivered,Opened,Clicked,Not Converted,467,2025-01-26 13:31:46,Not Opened,Not Clicked,2025-01-01 09:57:18,28,Non-Binary,New York,1.0
Winter Fest,Email,908,Delivered,Opened,Not Clicked,Not Converted,94,2025-01-15 05:09:54,Not Opened,Not Clicked,2025-01-10 22:16:16,32,Female,Los Angeles,0.0
Black Friday,SMS,909,Delivered,Opened,Not Clicked,Converted,592,2025-01-23 06:57:20,Not Opened,Not Clicked,2025-01-23 07:39:38,64,Non-Binary,Miami,0.0
Black Friday,Push Notification,910,Bounced,Not Opened,Not Clicked,Converted,112,2025-01-22 05:52:57,2024-12-31 03:33:25,Not Clicked,Not Converted,45,Female,Los Angeles,0.0
Black Friday,Email,911,Delivered,Opened,Clicked,Converted,79,2025-01-03 11:27:56,Not Opened,2025-01-15 02:55:22,2024-12-28 17:38:10,42,Male,Houston,1.0
Holiday Specials,Email,912,Delivered,Opened,Not Clicked,Converted,197,2025-01-22 09:13:36,2025-01-08 15:34:48,2025-01-07 11:56:49,2025-01-20 05:42:29,38,Male,Los Angeles,0.0
Black Friday,Email,913,Delivered,Not Opened,Not Clicked,Converted,450,2025-01-16 20:33:32,Not Opened,Not Clicked,2025-01-13 22:35:25,30,Male,Miami,0.0
New Product Launch,Email,914,Bounced,Not Opened,Clicked,Not Converted,18,2025-01-11 09:32:42,2025-01-23 12:50:29,Not Clicked,Not Converted,36,Non-Binary,Houston,0.0
New Product Launch,SMS,915,Delivered,Not Opened,Not Clicked,Not Converted,138,2025-01-07 02:04:53,Not Opened,2025-01-07 17:58:36,Not Converted,35,Non-Binary,Houston,0.0
New Product Launch,SMS,916,Bounced,Not Opened,Clicked,Converted,469,2025-01-07 14:24:18,2025-01-19 23:29:57,Not Clicked,Not Converted,18,Non-Binary,Miami,0.0
New Product Launch,SMS,917,Bounced,Opened,Not Clicked,Converted,530,2025-01-15 06:04:06,Not Opened,Not Clicked,2024-12-28 10:17:21,61,Non-Binary,San Francisco,0.0
New Product Launch,SMS,918,Bounced,Not Opened,Clicked,Converted,252,2025-01-22 02:36:13,2025-01-09 10:02:07,Not Clicked,2024-12-30 07:32:04,45,Male,Los Angeles,0.0
Holiday Specials,Push Notification,919,Bounced,Not Opened,Clicked,Converted,362,2025-01-02 19:13:09,2025-01-20 14:48:37,2024-12-29 23:22:16,Not Converted,65,Non-Binary,Miami,0.0
Summer Sale,SMS,920,Delivered,Opened,Clicked,Not Converted,384,2025-01-23 09:17:32,2025-01-11 00:39:30,Not Clicked,2025-01-04 19:06:53,36,Female,New York,1.0
Black Friday,Email,921,Bounced,Not Opened,Clicked,Not Converted,12,2025-01-02 05:14:04,Not Opened,2025-01-24 16:54:30,2025-01-10 19:54:09,33,Male,Miami,0.0
Loyalty Program,Email,922,Delivered,Not Opened,Clicked,Not Converted,345,2025-01-02 01:15:51,Not Opened,Not Clicked,2025-01-07 11:57:47,61,Male,Houston,1.0
Winter Fest,Push Notification,923,Delivered,Not Opened,Not Clicked,Converted,16,2024-12-29 01:50:22,2025-01-26 18:04:27,Not Clicked,Not Converted,39,Non-Binary,Chicago,0.0
Loyalty Program,Email,924,Bounced,Opened,Clicked,Converted,196,2025-01-14 08:23:49,2025-01-04 07:34:47,2025-01-05 00:27:56,2025-01-06 04:51:46,20,Male,Houston,0.0
Summer Sale,SMS,925,Bounced,Not Opened,Not Clicked,Not Converted,253,2025-01-08 06:37:24,2025-01-04 23:25:00,Not Clicked,Not Converted,27,Male,Miami,0.0
Loyalty Program,Push Notification,926,Bounced,Opened,Not Clicked,Not Converted,309,2025-01-23 11:52:56,2025-01-23 03:43:05,Not Clicked,2025-01-17 17:37:38,39,Non-Binary,Chicago,0.0
Winter Fest,Email,927,Bounced,Not Opened,Not Clicked,Converted,300,2025-01-01 19:12:17,Not Opened,Not Clicked,2025-01-12 21:42:32,27,Non-Binary,New York,0.0
Black Friday,SMS,928,Bounced,Opened,Clicked,Not Converted,32,2025-01-03 16:15:41,2025-01-14 11:50:01,Not Clicked,Not Converted,46,Female,Miami,0.0
Summer Sale,Push Notification,929,Bounced,Opened,Not Clicked,Converted,541,2025-01-07 04:31:51,2025-01-19 18:28:26,2025-01-04 12:22:37,Not Converted,46,Female,Chicago,0.0
New Product Launch,Email,930,Delivered,Opened,Clicked,Not Converted,249,2024-12-29 14:30:31,Not Opened,2025-01-19 01:32:49,Not Converted,50,Male,Los Angeles,1.0
New Product Launch,SMS,931,Bounced,Opened,Clicked,Not Converted,356,2025-01-05 23:36:37,2025-01-16 17:23:44,2025-01-12 00:26:04,Not Converted,65,Female,Miami,0.0
New Product Launch,Email,932,Delivered,Opened,Not Clicked,Converted,463,2025-01-19 13:44:52,2025-01-05 08:49:47,2025-01-03 04:47:35,Not Converted,59,Female,San Francisco,0.0
Holiday Specials,Email,933,Bounced,Opened,Clicked,Converted,114,2025-01-02 04:24:00,Not Opened,Not Clicked,Not Converted,63,Female,Chicago,0.0
Black Friday,Push Notification,934,Delivered,Not Opened,Clicked,Converted,503,2025-01-11 13:10:16,2025-01-19 20:08:41,Not Clicked,Not Converted,43,Female,New York,1.0
Loyalty Program,Push Notification,935,Bounced,Not Opened,Clicked,Not Converted,355,2024-12-28 06:56:07,Not Opened,Not Clicked,2025-01-19 19:05:53,56,Female,Chicago,0.0
Winter Fest,Email,936,Delivered,Opened,Not Clicked,Not Converted,179,2025-01-07 14:32:27,Not Opened,Not Clicked,2024-12-31 18:45:33,38,Male,New York,0.0
Black Friday,Email,937,Bounced,Opened,Not Clicked,Not Converted,377,2025-01-10 00:09:18,2025-01-25 19:47:26,2025-01-03 10:41:22,2024-12-31 01:42:13,22,Female,San Francisco,0.0
Winter Fest,Email,938,Bounced,Opened,Not Clicked,Converted,241,2024-12-28 21:38:06,Not Opened,2025-01-21 04:39:07,Not Converted,57,Female,Miami,0.0
Black Friday,SMS,939,Bounced,Not Opened,Clicked,Converted,411,2025-01-19 12:47:55,Not Opened,2025-01-16 12:38:34,2025-01-20 11:25:23,25,Male,Chicago,0.0
Holiday Specials,Push Notification,940,Bounced,Not Opened,Not Clicked,Not Converted,445,2025-01-08 20:15:38,2025-01-07 14:24:31,2025-01-19 03:46:57,Not Converted,36,Male,New York,0.0
Summer Sale,Email,941,Delivered,Opened,Not Clicked,Converted,10,2025-01-18 23:40:07,2024-12-29 14:34:46,Not Clicked,2024-12-30 12:40:06,50,Non-Binary,Los Angeles,0.0
New Product Launch,Email,942,Bounced,Opened,Clicked,Not Converted,459,2025-01-17 08:59:33,Not Opened,Not Clicked,Not Converted,59,Non-Binary,Los Angeles,0.0
Holiday Specials,Email,943,Delivered,Opened,Clicked,Converted,301,2024-12-30 18:40:05,2025-01-19 01:09:49,2025-01-14 09:25:00,Not Converted,53,Male,Los Angeles,1.0
Black Friday,Email,944,Delivered,Not Opened,Clicked,Not Converted,79,2025-01-15 13:25:59,Not Opened,Not Clicked,Not Converted,56,Non-Binary,Miami,1.0
Summer Sale,Push Notification,945,Delivered,Not Opened,Not Clicked,Not Converted,357,2025-01-06 13:04:04,2025-01-19 18:12:27,2025-01-19 17:56:36,Not Converted,35,Non-Binary,Miami,0.0
Loyalty Program,SMS,946,Bounced,Not Opened,Clicked,Not Converted,31,2025-01-04 11:13:58,Not Opened,Not Clicked,2025-01-17 21:26:05,40,Female,New York,0.0
New Product Launch,Email,947,Delivered,Opened,Clicked,Not Converted,406,2025-01-21 02:15:27,2025-01-18 09:50:59,Not Clicked,2025-01-15 16:07:40,60,Male,Miami,1.0
Loyalty Program,SMS,948,Delivered,Not Opened,Not Clicked,Not Converted,517,2025-01-17 17:51:56,Not Opened,2025-01-20 18:00:54,Not Converted,48,Non-Binary,Los Angeles,0.0
New Product Launch,Email,949,Delivered,Not Opened,Not Clicked,Converted,533,2025-01-11 09:46:58,2024-12-28 12:39:18,Not Clicked,Not Converted,61,Female,New York,0.0
Loyalty Program,SMS,950,Delivered,Opened,Not Clicked,Not Converted,282,2025-01-10 11:13:33,Not Opened,Not Clicked,Not Converted,64,Non-Binary,Chicago,0.0
Winter Fest,Push Notification,951,Bounced,Not Opened,Not Clicked,Not Converted,425,2025-01-07 21:19:28,2024-12-31 09:19:19,Not Clicked,2025-01-24 15:45:37,55,Male,San Francisco,0.0
Black Friday,SMS,952,Delivered,Opened,Clicked,Converted,210,2025-01-20 05:05:39,Not Opened,2025-01-04 10:56:17,2025-01-22 11:20:55,65,Non-Binary,Los Angeles,1.0
Black Friday,SMS,953,Delivered,Opened,Clicked,Converted,64,2025-01-20 02:15:37,Not Opened,2025-01-13 16:18:40,Not Converted,42,Female,Los Angeles,1.0
Loyalty Program,SMS,954,Delivered,Opened,Clicked,Not Converted,371,2025-01-14 09:37:07,2025-01-12 21:42:44,Not Clicked,Not Converted,29,Male,Chicago,1.0
Loyalty Program,Email,955,Bounced,Opened,Not Clicked,Converted,594,2025-01-07 17:43:06,Not Opened,2025-01-10 17:48:00,2025-01-04 08:17:22,24,Female,San Francisco,0.0
New Product Launch,SMS,956,Delivered,Opened,Clicked,Converted,149,2025-01-09 20:55:47,2025-01-25 22:14:21,2024-12-28 18:59:25,2025-01-03 16:52:28,20,Female,San Francisco,1.0
Loyalty Program,Push Notification,957,Bounced,Not Opened,Clicked,Not Converted,361,2025-01-13 15:44:55,2025-01-04 22:27:28,2025-01-08 23:20:55,2025-01-26 06:31:43,43,Male,San Francisco,0.0
New Product Launch,Push Notification,958,Bounced,Not Opened,Not Clicked,Converted,228,2025-01-19 16:59:26,2025-01-23 17:52:24,Not Clicked,Not Converted,63,Male,Chicago,0.0
Summer Sale,Push Notification,959,Bounced,Not Opened,Clicked,Converted,161,2025-01-18 14:42:19,2025-01-19 01:43:14,Not Clicked,Not Converted,62,Male,Houston,0.0
Holiday Specials,Email,960,Delivered,Opened,Clicked,Converted,77,2025-01-22 09:01:29,2025-01-04 09:21:41,Not Clicked,Not Converted,50,Male,San Francisco,1.0
Winter Fest,SMS,961,Bounced,Not Opened,Clicked,Converted,67,2024-12-30 11:10:35,2025-01-24 03:14:28,Not Clicked,Not Converted,35,Non-Binary,New York,0.0
Loyalty Program,SMS,962,Delivered,Opened,Clicked,Not Converted,22,2024-12-28 18:01:54,Not Opened,Not Clicked,2025-01-05 13:55:56,19,Female,Miami,1.0
Winter Fest,Push Notification,963,Delivered,Opened,Not Clicked,Not Converted,125,2025-01-05 04:24:35,Not Opened,Not Clicked,2025-01-09 01:18:26,33,Non-Binary,New York,0.0
Summer Sale,SMS,964,Delivered,Not Opened,Clicked,Converted,584,2025-01-02 11:08:06,Not Opened,Not Clicked,2025-01-20 10:41:04,35,Male,San Francisco,1.0
Holiday Specials,Email,965,Delivered,Opened,Not Clicked,Not Converted,289,2025-01-17 12:51:37,2025-01-12 03:12:35,2025-01-14 09:20:20,Not Converted,50,Non-Binary,New York,0.0
Holiday Specials,SMS,966,Bounced,Opened,Clicked,Not Converted,593,2025-01-13 09:18:27,Not Opened,2025-01-18 21:25:46,Not Converted,29,Non-Binary,Miami,0.0
Summer Sale,SMS,967,Delivered,Not Opened,Not Clicked,Converted,442,2025-01-18 04:58:59,2025-01-11 20:27:41,Not Clicked,2025-01-21 09:55:06,27,Female,New York,0.0
Winter Fest,SMS,968,Bounced,Not Opened,Clicked,Not Converted,220,2025-01-15 17:17:07,Not Opened,Not Clicked,Not Converted,37,Non-Binary,Houston,0.0
Holiday Specials,Email,969,Delivered,Opened,Not Clicked,Not Converted,191,2025-01-24 06:50:33,2025-01-04 23:00:51,Not Clicked,Not Converted,26,Non-Binary,New York,0.0
Loyalty Program,SMS,970,Delivered,Opened,Clicked,Converted,470,2025-01-11 23:51:52,2025-01-20 06:23:34,2025-01-04 08:17:49,2025-01-26 18:35:16,57,Non-Binary,Miami,1.0
Loyalty Program,Email,971,Delivered,Not Opened,Not Clicked,Converted,140,2025-01-14 12:47:33,Not Opened,2025-01-21 01:54:16,2025-01-18 23:08:19,58,Non-Binary,Houston,0.0
Holiday Specials,Push Notification,972,Delivered,Opened,Clicked,Converted,161,2025-01-21 05:01:48,2025-01-18 16:13:16,2024-12-29 03:28:53,2024-12-31 16:36:13,48,Non-Binary,Chicago,1.0
New Product Launch,Push Notification,973,Delivered,Not Opened,Not Clicked,Not Converted,237,2025-01-01 20:09:19,2024-12-31 04:15:01,Not Clicked,2025-01-23 14:41:25,36,Male,San Francisco,0.0
Winter Fest,Email,974,Delivered,Opened,Not Clicked,Not Converted,262,2025-01-14 11:29:41,Not Opened,Not Clicked,Not Converted,47,Non-Binary,San Francisco,0.0
Winter Fest,SMS,975,Delivered,Not Opened,Not Clicked,Converted,304,2025-01-14 08:36:58,Not Opened,Not Clicked,Not Converted,41,Non-Binary,Houston,0.0
Summer Sale,Email,976,Delivered,Not Opened,Not Clicked,Not Converted,449,2025-01-25 13:58:48,Not Opened,2025-01-10 00:31:31,2024-12-29 15:25:52,39,Male,Houston,0.0
Loyalty Program,Email,977,Delivered,Not Opened,Not Clicked,Converted,443,2025-01-05 19:55:09,Not Opened,2025-01-25 02:49:40,2025-01-24 00:54:46,58,Non-Binary,San Francisco,0.0
Winter Fest,Push Notification,978,Bounced,Not Opened,Not Clicked,Converted,159,2024-12-28 23:55:11,Not Opened,2025-01-15 11:13:49,Not Converted,22,Male,Los Angeles,0.0
New Product Launch,Email,979,Delivered,Opened,Clicked,Converted,477,2025-01-22 23:47:11,Not Opened,Not Clicked,Not Converted,25,Female,Chicago,1.0
Black Friday,Push Notification,980,Delivered,Not Opened,Clicked,Not Converted,375,2025-01-08 05:17:31,2025-01-13 17:32:20,Not Clicked,2025-01-18 21:49:49,57,Non-Binary,Los Angeles,1.0
Summer Sale,Push Notification,981,Bounced,Not Opened,Not Clicked,Not Converted,108,2024-12-28 14:28:47,Not Opened,Not Clicked,2025-01-21 08:36:46,18,Female,Los Angeles,0.0
Black Friday,Push Notification,982,Delivered,Not Opened,Clicked,Converted,536,2025-01-22 13:02:33,2025-01-23 07:45:53,Not Clicked,2025-01-10 05:13:38,46,Male,Miami,1.0
Holiday Specials,Email,983,Bounced,Opened,Not Clicked,Not Converted,595,2025-01-10 01:44:30,Not Opened,2024-12-28 06:58:49,2025-01-15 08:57:10,64,Male,Houston,0.0
Loyalty Program,SMS,984,Delivered,Opened,Not Clicked,Converted,200,2025-01-16 20:04:31,Not Opened,2024-12-29 17:44:23,Not Converted,60,Non-Binary,Miami,0.0
Holiday Specials,Push Notification,985,Bounced,Opened,Clicked,Converted,358,2025-01-16 12:26:59,2025-01-15 17:57:28,Not Clicked,Not Converted,27,Non-Binary,Miami,0.0
Black Friday,Email,986,Bounced,Not Opened,Not Clicked,Not Converted,547,2024-12-31 13:46:49,2025-01-18 03:13:58,Not Clicked,Not Converted,49,Female,San Francisco,0.0
Black Friday,Push Notification,987,Delivered,Not Opened,Not Clicked,Converted,582,2025-01-21 17:35:58,2025-01-24 10:29:46,Not Clicked,2025-01-19 01:44:41,26,Male,Chicago,0.0
New Product Launch,Push Notification,988,Bounced,Opened,Clicked,Not Converted,388,2025-01-05 18:13:07,2024-12-31 06:26:10,Not Clicked,Not Converted,50,Female,Houston,0.0
Black Friday,SMS,989,Delivered,Opened,Clicked,Not Converted,168,2024-12-30 12:52:31,2024-12-31 16:29:39,2025-01-21 10:48:32,Not Converted,53,Non-Binary,Los Angeles,1.0
Holiday Specials,SMS,990,Delivered,Opened,Clicked,Converted,86,2025-01-16 11:52:56,Not Opened,2025-01-05 17:04:45,2025-01-19 11:12:34,20,Male,Miami,1.0
Holiday Specials,Email,991,Delivered,Not Opened,Clicked,Not Converted,6,2025-01-02 13:33:06,Not Opened,2025-01-08 10:53:48,Not Converted,64,Female,San Francisco,1.0
Black Friday,SMS,992,Delivered,Not Opened,Clicked,Converted,45,2024-12-30 10:06:56,2025-01-15 22:23:52,2025-01-10 13:11:35,2025-01-13 09:28:52,19,Male,Miami,1.0
New Product Launch,Push Notification,993,Delivered,Not Opened,Clicked,Converted,577,2025-01-05 20:10:45,Not Opened,Not Clicked,2024-12-28 22:50:30,29,Non-Binary,Miami,1.0
Winter Fest,Push Notification,994,Bounced,Opened,Not Clicked,Not Converted,176,2024-12-30 15:34:48,Not Opened,Not Clicked,Not Converted,62,Female,Chicago,0.0
Black Friday,Email,995,Delivered,Opened,Not Clicked,Converted,279,2025-01-04 06:27:00,2025-01-23 04:35:54,2025-01-15 18:23:26,Not Converted,21,Male,Chicago,0.0
Holiday Specials,SMS,996,Bounced,Opened,Clicked,Not Converted,563,2025-01-02 12:02:08,Not Opened,2025-01-11 12:07:35,2025-01-11 23:24:15,42,Non-Binary,San Francisco,0.0
New Product Launch,SMS,997,Delivered,Opened,Not Clicked,Not Converted,465,2025-01-18 12:59:20,2025-01-13 21:57:46,2025-01-19 17:32:52,2025-01-12 23:41:11,31,Non-Binary,San Francisco,0.0
Holiday Specials,Email,998,Bounced,Not Opened,Clicked,Not Converted,208,2025-01-20 15:55:11,2025-01-09 01:52:41,2025-01-09 16:12:11,2025-01-08 05:54:40,22,Non-Binary,Miami,0.0
Winter Fest,SMS,999,Delivered,Opened,Not Clicked,Converted,198,2025-01-10 23:28:40,Not Opened,Not Clicked,2025-01-03 12:16:55,33,Female,Chicago,0.0
Holiday Specials,Email,1000,Delivered,Not Opened,Clicked,Not Converted,15,2024-12-30 15:02:17,2025-01-16 19:57:44,Not Clicked,2025-01-05 13:40:44,47,Female,Chicago,1.0
